Neighbourhood,ObjectId
Black Creek (24),9165
Islington-City Centre West (14),9166
South Parkdale (85),9167
South Parkdale (85),9168
Downsview-Roding-CFB (26),9169
Church-Yonge Corridor (75),9170
Church-Yonge Corridor (75),9171
Islington-City Centre West (14),9172
Black Creek (24),9173
Black Creek (24),9174
Black Creek (24),9175
Caledonia-Fairbank (109),9176
South Parkdale (85),9177
South Parkdale (85),9178
Kensington-Chinatown (78),9179
Church-Yonge Corridor (75),9182
Kennedy Park (124),9183
Humbermede (22),9184
Humbermede (22),9185
Humbermede (22),9186
Yorkdale-Glen Park (31),9187
West Hill (136),9188
Cabbagetown-South St.James Town (71),9189
Newtonbrook West (36),9190
Wexford/Maryvale (119),9192
Newtonbrook East (50),9193
Newtonbrook East (50),9194
Newtonbrook East (50),9195
New Toronto (18),9196
Pelmo Park-Humberlea (23),9197
Bendale (127),9198
Mount Pleasant East (99),9202
Highland Creek (134),9203
Bay Street Corridor (76),9204
Bay Street Corridor (76),9206
Bedford Park-Nortown (39),9207
Willowdale West (37),9208
York University Heights (27),9209
Glenfield-Jane Heights (25),9210
Kensington-Chinatown (78),9211
Kensington-Chinatown (78),9212
Downsview-Roding-CFB (26),9214
Clairlea-Birchmount (120),9215
Humbermede (22),9216
L'Amoreaux (117),9219
Rockcliffe-Smythe (111),9220
South Riverdale (70),9221
South Riverdale (70),9222
Rockcliffe-Smythe (111),9223
East End-Danforth (62),9224
Mount Olive-Silverstone-Jamestown (2),9226
South Riverdale (70),9228
Humbermede (22),9231
Briar Hill-Belgravia (108),9232
Englemount-Lawrence (32),9234
Willowridge-Martingrove-Richview (7),9237
Humbermede (22),9238
Cabbagetown-South St.James Town (71),9240
Downsview-Roding-CFB (26),9242
Wychwood (94),9243
Markland Wood (12),9244
Roncesvalles (86),9245
Cabbagetown-South St.James Town (71),9250
South Riverdale (70),9256
South Riverdale (70),9257
Mount Dennis (115),9258
Bathurst Manor (34),9259
West Humber-Clairville (1),9260
The Beaches (63),9261
Islington-City Centre West (14),9262
Woburn (137),9263
Woburn (137),9264
Church-Yonge Corridor (75),9265
Eglinton East (138),9266
Eglinton East (138),9267
Eglinton East (138),9268
Corso Italia-Davenport (92),9269
Kennedy Park (124),9270
Rouge (131),9273
Bendale (127),9275
Bendale (127),9276
Annex (95),9277
East End-Danforth (62),9278
Bendale (127),9279
Bendale (127),9280
Bendale (127),9281
Bay Street Corridor (76),9283
York University Heights (27),9285
York University Heights (27),9286
York University Heights (27),9287
York University Heights (27),9288
Clairlea-Birchmount (120),9289
Clairlea-Birchmount (120),9290
West Humber-Clairville (1),9291
Rosedale-Moore Park (98),9293
Humbermede (22),9337
Cabbagetown-South St.James Town (71),9339
Church-Yonge Corridor (75),9340
Humbermede (22),9342
Agincourt South-Malvern West (128),9343
Yorkdale-Glen Park (31),9346
Dorset Park (126),9348
Bathurst Manor (34),9349
Little Portugal (84),9353
Corso Italia-Davenport (92),9355
Willowdale West (37),9357
North St.James Town (74),9403
High Park-Swansea (87),9409
Eglinton East (138),9410
Eglinton East (138),9411
West Humber-Clairville (1),9420
Tam O'Shanter-Sullivan (118),9421
Milliken (130),9422
Don Valley Village (47),9423
Rockcliffe-Smythe (111),9426
Oakwood Village (107),9427
Cabbagetown-South St.James Town (71),9431
Yorkdale-Glen Park (31),9432
Willowdale East (51),9433
West Humber-Clairville (1),9434
Willowdale East (51),9437
Eglinton East (138),9438
Willowdale East (51),9439
Willowdale East (51),9440
Markland Wood (12),9441
Forest Hill North (102),9442
Woburn (137),9443
Church-Yonge Corridor (75),9444
Church-Yonge Corridor (75),9445
Church-Yonge Corridor (75),9446
Church-Yonge Corridor (75),9447
Kennedy Park (124),9448
Steeles (116),9449
Willowdale East (51),9450
Alderwood (20),9451
Kensington-Chinatown (78),9455
Kensington-Chinatown (78),9456
Islington-City Centre West (14),9457
Little Portugal (84),9462
West Humber-Clairville (1),9465
Agincourt South-Malvern West (128),9467
West Hill (136),9468
Tam O'Shanter-Sullivan (118),9473
Wychwood (94),9474
Wexford/Maryvale (119),9475
Kennedy Park (124),9476
University (79),9477
South Parkdale (85),9478
Downsview-Roding-CFB (26),9479
Bay Street Corridor (76),9480
Humbermede (22),9482
Humbermede (22),9483
Mimico (includes Humber Bay Shores) (17),9484
Mimico (includes Humber Bay Shores) (17),9485
Church-Yonge Corridor (75),9486
West Hill (136),9487
Kensington-Chinatown (78),9488
Rustic (28),9489
Mount Olive-Silverstone-Jamestown (2),9490
Woburn (137),9493
Highland Creek (134),9494
Highland Creek (134),9495
Humber Summit (21),9496
West Humber-Clairville (1),9497
Mount Olive-Silverstone-Jamestown (2),9498
Rexdale-Kipling (4),9499
Willowdale East (51),9500
Ionview (125),9501
Ionview (125),9502
Willowdale West (37),9503
Downsview-Roding-CFB (26),9504
Little Portugal (84),9505
Waterfront Communities-The Island (77),9506
Waterfront Communities-The Island (77),9507
Agincourt South-Malvern West (128),9508
Agincourt South-Malvern West (128),9509
Yorkdale-Glen Park (31),9510
Cliffcrest (123),9511
Weston (113),9512
Weston (113),9513
Long Branch (19),9515
University (79),9516
West Humber-Clairville (1),9517
Wychwood (94),9518
Lawrence Park North (105),9519
Mount Dennis (115),9520
Mount Olive-Silverstone-Jamestown (2),9521
Rosedale-Moore Park (98),9522
Humbermede (22),9523
Humbermede (22),9524
The Beaches (63),9525
South Riverdale (70),9526
Wexford/Maryvale (119),9527
Regent Park (72),9528
Church-Yonge Corridor (75),9530
Agincourt North (129),9565
Keelesdale-Eglinton West (110),9569
Kensington-Chinatown (78),9570
Regent Park (72),9573
Dovercourt-Wallace Emerson-Junction (93),9578
Dovercourt-Wallace Emerson-Junction (93),9583
Briar Hill-Belgravia (108),9671
Cliffcrest (123),9673
Briar Hill-Belgravia (108),9675
Briar Hill-Belgravia (108),9676
University (79),9677
Willowdale West (37),9687
Willowdale West (37),9688
Woodbine Corridor (64),9689
Rockcliffe-Smythe (111),9712
South Parkdale (85),9713
Highland Creek (134),9714
Edenbridge-Humber Valley (9),9720
Edenbridge-Humber Valley (9),9721
Edenbridge-Humber Valley (9),9722
Dovercourt-Wallace Emerson-Junction (93),9723
West Hill (136),9724
Flemingdon Park (44),9725
Waterfront Communities-The Island (77),9726
Waterfront Communities-The Island (77),9727
Guildwood (140),9728
Annex (95),9729
Annex (95),9730
Bay Street Corridor (76),9731
Willowdale East (51),9732
Willowdale East (51),9733
Guildwood (140),9744
High Park-Swansea (87),9749
Black Creek (24),9753
Black Creek (24),9754
Black Creek (24),9755
Black Creek (24),9756
Waterfront Communities-The Island (77),9758
Parkwoods-Donalda (45),9760
East End-Danforth (62),9763
Bay Street Corridor (76),9765
Church-Yonge Corridor (75),9766
Church-Yonge Corridor (75),9767
Glenfield-Jane Heights (25),9768
West Humber-Clairville (1),9769
Eglinton East (138),9770
Eglinton East (138),9771
Tam O'Shanter-Sullivan (118),9772
Kingsview Village-The Westway (6),9773
Kensington-Chinatown (78),9774
Mimico (includes Humber Bay Shores) (17),9775
Morningside (135),9776
Lansing-Westgate (38),9777
Lansing-Westgate (38),9778
West Hill (136),9786
Bendale (127),9787
West Humber-Clairville (1),9788
Humber Summit (21),9789
York University Heights (27),9791
West Humber-Clairville (1),9798
Moss Park (73),9801
West Humber-Clairville (1),9802
Islington-City Centre West (14),9803
Islington-City Centre West (14),9804
Willowdale East (51),9805
Willowdale East (51),9806
Mount Olive-Silverstone-Jamestown (2),9807
York University Heights (27),9808
Woodbine Corridor (64),9809
Bay Street Corridor (76),9810
Thorncliffe Park (55),9811
Thorncliffe Park (55),9812
Clairlea-Birchmount (120),9813
High Park-Swansea (87),9814
Taylor-Massey (61),9815
Victoria Village (43),9816
Bay Street Corridor (76),9817
Humber Summit (21),9819
Junction Area (90),9820
Kensington-Chinatown (78),9821
Milliken (130),9822
Milliken (130),9823
The Beaches (63),9825
Malvern (132),9826
Woburn (137),9827
Woburn (137),9828
Woburn (137),9829
Woburn (137),9830
Moss Park (73),9831
Cliffcrest (123),9832
Parkwoods-Donalda (45),9833
Kensington-Chinatown (78),9834
South Parkdale (85),9835
Rouge (131),9836
Trinity-Bellwoods (81),9837
Trinity-Bellwoods (81),9838
Trinity-Bellwoods (81),9839
L'Amoreaux (117),9840
L'Amoreaux (117),9841
L'Amoreaux (117),9842
Stonegate-Queensway (16),9843
West Hill (136),9848
Weston (113),9850
Thistletown-Beaumond Heights (3),9853
Parkwoods-Donalda (45),9863
Parkwoods-Donalda (45),9864
Moss Park (73),9865
Waterfront Communities-The Island (77),9866
Oakridge (121),9867
Newtonbrook West (36),9868
Newtonbrook West (36),9869
Church-Yonge Corridor (75),9870
Runnymede-Bloor West Village (89),9871
Englemount-Lawrence (32),9872
Wychwood (94),9873
Wychwood (94),9874
Bathurst Manor (34),9876
Bathurst Manor (34),9877
Runnymede-Bloor West Village (89),9879
West Humber-Clairville (1),9883
Woodbine Corridor (64),9884
Dovercourt-Wallace Emerson-Junction (93),9885
Keelesdale-Eglinton West (110),9887
Kensington-Chinatown (78),9888
Church-Yonge Corridor (75),9889
Bay Street Corridor (76),9890
Moss Park (73),9891
Islington-City Centre West (14),9892
Dufferin Grove (83),9896
Wexford/Maryvale (119),9897
University (79),9898
University (79),9899
Roncesvalles (86),9900
Church-Yonge Corridor (75),9909
Henry Farm (53),9910
Danforth East York (59),9911
Woburn (137),9913
Woburn (137),9914
Woburn (137),9915
Kennedy Park (124),9916
Willowridge-Martingrove-Richview (7),9920
Willowridge-Martingrove-Richview (7),9921
New Toronto (18),9922
Church-Yonge Corridor (75),9923
Taylor-Massey (61),9924
Moss Park (73),9925
York University Heights (27),9927
Mount Pleasant West (104),9928
Oakridge (121),9931
West Hill (136),9932
Regent Park (72),9933
Cliffcrest (123),9934
Cliffcrest (123),9935
Rosedale-Moore Park (98),9936
Flemingdon Park (44),9937
Kennedy Park (124),9938
Kennedy Park (124),9939
Woodbine-Lumsden (60),9940
Woodbine-Lumsden (60),9941
Thistletown-Beaumond Heights (3),9942
Thistletown-Beaumond Heights (3),9943
Kensington-Chinatown (78),9948
Palmerston-Little Italy (80),9962
Don Valley Village (47),9969
Don Valley Village (47),9970
Newtonbrook West (36),9971
Brookhaven-Amesbury (30),9972
Islington-City Centre West (14),9975
Bay Street Corridor (76),9976
Humewood-Cedarvale (106),9977
Humewood-Cedarvale (106),9978
Wexford/Maryvale (119),9979
Willowridge-Martingrove-Richview (7),9980
Willowridge-Martingrove-Richview (7),9981
Cabbagetown-South St.James Town (71),9982
Cabbagetown-South St.James Town (71),9983
Mount Olive-Silverstone-Jamestown (2),10001
Mount Olive-Silverstone-Jamestown (2),10002
Mount Olive-Silverstone-Jamestown (2),10003
Kingsway South (15),10005
Dovercourt-Wallace Emerson-Junction (93),10006
Flemingdon Park (44),10007
Bedford Park-Nortown (39),10008
Humewood-Cedarvale (106),10009
Dovercourt-Wallace Emerson-Junction (93),10010
Moss Park (73),10011
Kennedy Park (124),10012
North St.James Town (74),10013
North St.James Town (74),10014
Runnymede-Bloor West Village (89),10015
Dovercourt-Wallace Emerson-Junction (93),10016
Caledonia-Fairbank (109),10017
Caledonia-Fairbank (109),10018
Humber Heights-Westmount (8),10022
Humber Heights-Westmount (8),10023
Woburn (137),10024
Woburn (137),10025
Long Branch (19),10027
Woburn (137),10028
Church-Yonge Corridor (75),10029
Church-Yonge Corridor (75),10030
Clairlea-Birchmount (120),10032
Yorkdale-Glen Park (31),10035
Yorkdale-Glen Park (31),10036
Cabbagetown-South St.James Town (71),10039
South Parkdale (85),10040
South Parkdale (85),10041
Waterfront Communities-The Island (77),10042
Englemount-Lawrence (32),10043
Beechborough-Greenbrook (112),10045
New Toronto (18),10046
New Toronto (18),10047
New Toronto (18),10048
Moss Park (73),10054
Thistletown-Beaumond Heights (3),10055
Thistletown-Beaumond Heights (3),10056
Humber Summit (21),10057
Glenfield-Jane Heights (25),10059
West Humber-Clairville (1),10060
Bay Street Corridor (76),10061
Runnymede-Bloor West Village (89),10062
Church-Yonge Corridor (75),10068
North St.James Town (74),10069
Islington-City Centre West (14),10071
Lawrence Park South (103),10072
Stonegate-Queensway (16),10073
L'Amoreaux (117),10079
Mount Olive-Silverstone-Jamestown (2),10085
Taylor-Massey (61),10086
Beechborough-Greenbrook (112),10087
Wexford/Maryvale (119),10092
New Toronto (18),10093
Rouge (131),10094
Mount Olive-Silverstone-Jamestown (2),10099
Tam O'Shanter-Sullivan (118),10103
South Riverdale (70),10104
Bayview Village (52),10108
Islington-City Centre West (14),10112
Bayview Village (52),10113
Downsview-Roding-CFB (26),10114
Bedford Park-Nortown (39),10115
Church-Yonge Corridor (75),10117
Islington-City Centre West (14),10118
Kensington-Chinatown (78),10119
Weston (113),10121
Kennedy Park (124),10122
Malvern (132),10127
Briar Hill-Belgravia (108),10128
Don Valley Village (47),10131
East End-Danforth (62),10134
Oakwood Village (107),10135
Morningside (135),10137
Annex (95),10139
Kensington-Chinatown (78),10140
Bay Street Corridor (76),10143
Morningside (135),10144
Mount Pleasant East (99),10146
Woburn (137),10147
Guildwood (140),10149
Bendale (127),10153
West Humber-Clairville (1),10154
West Hill (136),10160
Annex (95),10161
Waterfront Communities-The Island (77),10164
Moss Park (73),10165
Waterfront Communities-The Island (77),10171
Parkwoods-Donalda (45),10172
Church-Yonge Corridor (75),10173
West Humber-Clairville (1),10174
Keelesdale-Eglinton West (110),10175
Waterfront Communities-The Island (77),10176
Woodbine Corridor (64),10189
West Humber-Clairville (1),10190
Glenfield-Jane Heights (25),10191
Glenfield-Jane Heights (25),10192
Kennedy Park (124),10195
Blake-Jones (69),10196
Woodbine Corridor (64),10197
Woodbine Corridor (64),10198
Mount Pleasant West (104),10205
York University Heights (27),10207
Beechborough-Greenbrook (112),10208
Beechborough-Greenbrook (112),10209
The Beaches (63),10210
West Humber-Clairville (1),10219
West Humber-Clairville (1),10220
West Humber-Clairville (1),10221
Humbermede (22),10222
Kingsway South (15),10223
Mount Olive-Silverstone-Jamestown (2),10224
Woburn (137),10226
Milliken (130),10229
Bendale (127),10230
Bedford Park-Nortown (39),10231
Kensington-Chinatown (78),10232
South Riverdale (70),10233
Church-Yonge Corridor (75),10243
Palmerston-Little Italy (80),10244
York University Heights (27),10245
Church-Yonge Corridor (75),10246
Morningside (135),10247
South Riverdale (70),10248
Moss Park (73),10250
West Humber-Clairville (1),10251
Pelmo Park-Humberlea (23),10254
Church-Yonge Corridor (75),10255
Clairlea-Birchmount (120),10260
Scarborough Village (139),10261
Cabbagetown-South St.James Town (71),10262
Flemingdon Park (44),10281
Humber Summit (21),10282
South Riverdale (70),10315
Church-Yonge Corridor (75),10316
Bendale (127),10346
Bendale (127),10354
Leaside-Bennington (56),10358
Cabbagetown-South St.James Town (71),10359
Bendale (127),10361
Willowdale East (51),10363
Mount Dennis (115),10364
Islington-City Centre West (14),10366
Mount Dennis (115),10367
Moss Park (73),10369
Centennial Scarborough (133),10370
Islington-City Centre West (14),10372
Downsview-Roding-CFB (26),10373
West Humber-Clairville (1),10375
Centennial Scarborough (133),10376
Waterfront Communities-The Island (77),10380
Waterfront Communities-The Island (77),10381
Waterfront Communities-The Island (77),10382
Kingsway South (15),10384
Dovercourt-Wallace Emerson-Junction (93),10385
High Park North (88),10389
Danforth (66),10391
Hillcrest Village (48),10392
Humber Summit (21),10395
Yorkdale-Glen Park (31),10396
Flemingdon Park (44),10397
Annex (95),10398
Annex (95),10399
Dorset Park (126),10409
Eglinton East (138),10410
Bay Street Corridor (76),10411
Bay Street Corridor (76),10412
Bay Street Corridor (76),10413
West Hill (136),10421
West Hill (136),10422
West Humber-Clairville (1),10423
Oakridge (121),10424
Church-Yonge Corridor (75),10425
Oakwood Village (107),10426
Oakridge (121),10431
Willowdale West (37),10433
Palmerston-Little Italy (80),10435
West Hill (136),10436
Runnymede-Bloor West Village (89),10437
Runnymede-Bloor West Village (89),10438
O'Connor-Parkview (54),10439
O'Connor-Parkview (54),10440
Dufferin Grove (83),10441
Humber Summit (21),10442
Rouge (131),10443
Greenwood-Coxwell (65),10444
Greenwood-Coxwell (65),10445
Weston-Pellam Park (91),10446
